u,v,name,length,edge_key,ping_count
1720197631,1720197627,Jalan Siliwangi,32.961,1720197631_1720197627,192
2537421966,3679640906,Jalan Kabupaten,30.348,2537421966_3679640906,191
1720135709,1720135711,Ring Road Utara,23.288,1720135709_1720135711,189
3662557260,5563211092,Jalan Pawiro Kuat,21.331,3662557260_5563211092,188
7713060106,3309283661,Bunderan Jombor,7.838,7713060106_3309283661,188
1720135361,4667313128,Jalan Kabupaten,10.324,1720135361_4667313128,186
9860326786,1720135513,Jalan Anggajaya 1,10.194,9860326786_1720135513,186
1391280742,5555923910,Jalan Anggajaya 1,11.511,1391280742_5555923910,185
1720135513,1720272207,Jalan Affandi,10.278,1720135513_1720272207,185
7537955043,7713060103,Bunderan Jombor,7.839,7537955043_7713060103,184
4670241354,13737613577,Jalan Nyi Tjondro Loekito,6.957,4670241354_13737613577,176
1390908531,1390908545,Jalan Seturan Raya,3.551,1390908531_1390908545,174
3608247409,3309290663,Bunderan Jombor,4.954,3608247409_3309290663,173
1390908531,1390908542,Jalan Seturan Raya,3.565,1390908531_1390908542,172
7538108491,1720197679,Bunderan Jombor,7.016,7538108491_1720197679,171
1720197682,7537955044,Bunderan Jombor,4.452,1720197682_7537955044,167
3608247394,3608247399,Bunderan Jombor,4.954,3608247394_3608247399,160
12513731136,7281592188,Ring Road Utara,8.07,12513731136_7281592188,158
822593453,1720135513,Jalan Padjajaran,11.576,822593453_1720135513,157
13248032811,1720197603,Jalan Siliwangi,15.8,13248032811_1720197603,152
3309283661,3608247394,Bunderan Jombor,4.958,3309283661_3608247394,150
5601295053,9838627860,Jalan Kabupaten,22.023,5601295053_9838627860,150
7595379699,7595379700,Ring Road Utara,11.526,7595379699_7595379700,150
3608247399,3608247410,Bunderan Jombor,4.958,3608247399_3608247410,149
1720135728,8461066324,Ring Road Utara,3.153,1720135728_8461066324,147
7537955044,3608247415,Bunderan Jombor,7.676,7537955044_3608247415,146
9148168168,7643344065,Jalan Anggajaya 1,4.585,9148168168_7643344065,141
1795103043,13713277383,Jalan Magelang,7.813,1795103043_13713277383,136
3608247412,3309284066,Bunderan Jombor,6.816,3608247412_3309284066,136
1720135513,9860343127,Jalan Padjajaran,8.905,1720135513_9860343127,135
1720135707,5199177295,Ring Road Utara,11.563,1720135707_5199177295,133
3671100381,12545957373,Jalan Palagan Tentara Pelajar,2.458,3671100381_12545957373,133
276915744,1720197726,Jalan Nyi Tjondroloekito,11.073,276915744_1720197726,130
1720197603,13248032805,Jalan Siliwangi,13.731,1720197603_13248032805,126
3608247410,10708124827,Bunderan Jombor,4.957,3608247410_10708124827,126
5199177295,1720135709,Ring Road Utara,10.698,5199177295_1720135709,126
3608247404,3608247407,Bunderan Jombor,8.681,3608247404_3608247407,124
3625610736,5558133999,Jalan Anggajaya 1,6.797,3625610736_5558133999,123
3625610738,7642533879,Jalan Anggajaya 1,3.85,3625610738_7642533879,123
5558739625,9528914443,Jalan Pawiro Kuat,12.419,5558739625_9528914443,120
4667313145,5603488182,Jalan Kabupaten,11.52,4667313145_5603488182,119
3309276661,1795103043,Jalan Magelang,15.485,3309276661_1795103043,115
5558133999,7642533879,Jalan Anggajaya 1,6.634,5558133999_7642533879,115
5563211092,7300990750,Jalan Pawiro Kuat,11.75,5563211092_7300990750,115
1720197664,3666612850,Jalan Siliwangi,14.671,1720197664_3666612850,114
5608710341,7676359428,Ring Road Utara,5.776,5608710341_7676359428,113
12165261072,4670241368,Ring Road Utara,5.357,12165261072_4670241368,112
3724087915,5377023530,Jalan Nyi Tjondro Loekito,4.068,3724087915_5377023530,111
12414104316,7290326822,Jalan Seturan Raya,4.058,12414104316_7290326822,108
5558133992,5558134016,Jalan Anggajaya 1,4.128,5558133992_5558134016,107
10708124827,3608247409,Bunderan Jombor,4.961,10708124827_3608247409,107
275864515,11100793647,Jalan Kaliurang,2.347,275864515_11100793647,105
2327949659,5603488163,Jalan Kabupaten,16.01,2327949659_5603488163,105
3608247408,3608247412,Bunderan Jombor,6.83,3608247408_3608247412,102
5555924747,9860326786,Jalan Anggajaya 1,3.367,5555924747_9860326786,101
1720197627,1720197622,Jalan Siliwangi,23.687,1720197627_1720197622,100
5601295054,11330915499,Jalan Kabupaten,7.19,5601295054_11330915499,98
1720197606,13248032813,Jalan Siliwangi,18.097,1720197606_13248032813,93
10705877968,12513731136,Jalan Kaliurang,7.91,10705877968_12513731136,93
3309276661,3608247404,Bunderan Jombor,8.688,3309276661_3608247404,91
1720197660,7538042785,Jalan Siliwangi,9.246,1720197660_7538042785,90
3661881858,3669802879,Jalan Nyi Tjondro Loekito,3.202,3661881858_3669802879,90
1720135536,9022132682,Jalan Padjajaran,4.171,1720135536_9022132682,85
4989720727,7113027319,Jalan Palagan Tentara Pelajar,5.461,4989720727_7113027319,85
1720135769,8461422022,Ring Road Utara,1.888,1720135769_8461422022,84
1720197679,3608247408,Bunderan Jombor,6.826,1720197679_3608247408,82
3309290663,3608247403,Bunderan Jombor,4.958,3309290663_3608247403,75
3608247415,7537955043,Bunderan Jombor,7.676,3608247415_7537955043,74
7538042786,1720197662,Jalan Siliwangi,8.237,7538042786_1720197662,73
9554047373,1795103002,Jalan Magelang,1.948,9554047373_1795103002,73
13248032805,13248032810,Jalan Siliwangi,10.162,13248032805_13248032810,73
7300990750,7300990751,Jalan Pawiro Kuat,5.751,7300990750_7300990751,72
13248032813,13248032803,Jalan Siliwangi,13.738,13248032813_13248032803,72
13248032810,1720197606,Jalan Siliwangi,10.658,13248032810_1720197606,71
1720135697,5199169685,Ring Road Utara,9.103,1720135697_5199169685,69
1720135752,3632597240,Ring Road Utara,3.48,1720135752_3632597240,69
7113027318,7113027319,Jalan Palagan Tentara Pelajar,4.249,7113027318_7113027319,69
1720197693,1720197696,Jalan Ring Road Utara,8.225,1720197693_1720197696,68
5601295038,9838627858,Jalan Kabupaten,27.474,5601295038_9838627858,68
3661572534,7687162295,Jalan Ring Road Utara,2.982,3661572534_7687162295,62
279077930,7690296592,Jalan Kabupaten,3.39,279077930_7690296592,61
5558739416,9528914443,Jalan Pawiro Kuat,7.994,5558739416_9528914443,61
1720197696,3661572534,Jalan Ring Road Utara,6.367,1720197696_3661572534,57
9838627858,9838627860,Jalan Kabupaten,13.785,9838627858_9838627860,57
4667313145,7690296598,Jalan Kabupaten,2.801,4667313145_7690296598,47
13447780753,1720197846,Ring Road Utara,4.057,13447780753_1720197846,47
3608247403,7537955042,Bunderan Jombor,4.953,3608247403_7537955042,39
1720197635,4667313127,Jalan Kabupaten,8.181,1720197635_4667313127,38
2513645179,1720135793,Ring Road Utara,12.18,2513645179_1720135793,37
1795103005,7281592187,Ring Road Utara,2.465,1795103005_7281592187,35
7281592187,1795102972,Ring Road Utara,1.362,7281592187_1795102972,28
7537955042,3309276661,Bunderan Jombor,4.366,7537955042_3309276661,28
5544339276,1720272177,Jalan Anggajaya 1,0.327,5544339276_1720272177,16
2882805684,7113027318,Jalan Palagan Tentara Pelajar,1.666,2882805684_7113027318,13
5608710351,5608710350,Ring Road Utara,0.949,5608710351_5608710350,8
9022132682,7654737763,Jalan Padjajaran,0.548,9022132682_7654737763,8
5558739622,5558739625,Jalan Pawiro Kuat,0.283,5558739622_5558739625,2
