Bulan,Total_Points,Grid_Cells,Coverage_Pct,Centroid_Lat,Centroid_Lon,Spatial_Spread_km
2021_10_Oktober,12123709,2474,44.786386676321506,-7.804320561728008,110.3780391726964,13.865930873020321
2021_11_November,119072431,2640,47.79145546705286,-7.806414561480879,110.37754279747115,14.083116737511363
2021_12_Desember,45950349,2448,44.3157132512672,-7.793021810343235,110.36299445441182,14.464034477892753
2022_01_Januari,22488991,2483,44.94931209268646,-7.79951497428266,110.36766585803463,13.809796122068283
2022_02_Februari,39601774,2527,45.745836350470675,-7.79682713866991,110.37127563161341,12.929782008204185
2022_03_Maret,26837642,2302,41.672700941346854,-7.79758259582987,110.3690050859796,12.96555661359195
2022_04_April,1048571,2005,36.2961622013034,-7.79246450921603,110.37427780237122,13.572771063925876
2022_05_Mei,31075611,2544,46.05358435916003,-7.795875525093846,110.38032827355512,11.938300972705749
2022_06_Juni,12246261,2373,42.95800144822592,-7.80250731259726,110.37372679649117,12.720504695818237
