kronggahan,jombor,monjali,kentungan,condongcatur,upn
7,1,0,0,0,0
1,8,4,2,1,0
0,0,16,2,1,2
0,0,2,17,0,0
0,0,3,2,16,4
1,0,2,0,3,26
