month,n_trips,n_maids,n_pings,min_ping,p25,median,mean,p75,p90,p95,p99,max_ping,share_le_2,share_le_3,share_le_5,share_ge_10,share_ge_20
2021-10,198,87,1646,2,2.0,3.0,8.313131313131313,7.0,20.30000000000001,30.299999999999955,60.150000000000006,209,39.8989898989899,51.010101010101,67.17171717171718,18.181818181818183,10.606060606060606
2021-11,1135,225,8644,2,2.0,4.0,7.615859030837004,7.0,16.0,24.0,72.64000000000033,153,37.62114537444934,46.519823788546255,65.81497797356828,18.854625550660792,7.224669603524229
2021-12,882,157,5632,2,2.0,3.0,6.3854875283446715,6.0,14.0,21.949999999999932,43.37999999999988,128,43.08390022675737,50.90702947845806,68.59410430839003,15.306122448979592,6.349206349206349
2022-01,6006,1706,28863,2,2.0,3.0,4.805694305694305,5.0,9.0,13.0,26.0,92,36.71328671328671,54.41225441225441,75.60772560772561,9.54045954045954,1.998001998001998
2022-02,14919,3680,83107,2,2.0,4.0,5.5705476238353775,7.0,11.0,15.0,28.0,102,29.07701588578323,46.698840404852874,67.85307326228299,13.479455727595683,2.4331389503317915
2022-03,955,148,5754,2,2.0,4.0,6.025130890052356,6.0,13.0,20.0,39.460000000000036,93,44.50261780104712,49.63350785340314,69.21465968586388,15.916230366492146,5.2356020942408374
2022-04,142,50,535,2,2.0,3.0,3.767605633802817,4.0,6.0,8.949999999999989,17.590000000000003,24,47.183098591549296,65.49295774647888,86.61971830985915,4.929577464788732,0.7042253521126761
2022-05,11552,3124,59213,2,2.0,3.0,5.125779085872576,6.0,10.0,15.0,25.0,110,34.48753462603878,52.86530470914127,72.22991689750693,12.119113573407201,2.2420360110803323
2022-06,3184,1335,19013,2,2.0,4.0,5.97141959798995,7.0,12.0,17.0,31.0,159,29.805276381909547,46.85929648241206,67.46231155778895,15.452261306532664,3.486180904522613
