maid,home_lat,home_lon,n_night_pings,n_total_pings
a16b906c-9a14-4151-be12-2a2a31068350,-7.7625,110.4225,116,191
a17fda53-da53-f118-ee3b-b478e8514066,-7.7625,110.3475,6,53
a19073cf-822b-4c13-be35-133ecd52be13,-7.7525,110.3725,39,182
a19177cf-8d6f-429f-95dc-dff953d80101,-7.7625,110.3925,66,603
a1bf7840-6747-4149-8ff0-fc250be74d43,-7.7575,110.3925,3,79
a1c5c42e-c42e-884d-d26d-3e9e14190047,-7.7625,110.4275,201,916
a20c4948-2582-460f-af81-39fec2783225,-7.7575,110.3625,160,707
a20efc47-3306-406c-a91d-4ae6d2d810dc,-7.7575,110.3875,47,132
a2362004-d4cc-46dc-1c3c-e21205d2e54a,-7.7625,110.4225,2,4
a2570b07-9ca9-411f-9376-67c501da7fa2,-7.7625,110.4075,1,283
a26ccee2-9644-45b0-1335-9c7930183e5f,-7.7475,110.3725,248,2693
a29105d5-97df-4341-85f2-ec49f52d134a,-7.7575,110.3825,12,66
a2965916-5916-fa7d-5a5b-6fd1a5a22166,-7.7475,110.3975,11,120
a2972bed-2bed-0136-1cf7-80217c346cc0,-7.7475,110.3625,2,10
a2b15bb6-6145-4357-2cd4-898f3db29bf4,-7.7525,110.4075,8,13
a2c99986-b2bd-4628-9744-c6ff33d2bc6c,-7.7625,110.3975,20,51
a2d006bd-06bd-6042-2335-3ccaef58593a,-7.7475,110.3625,15,40
a2e3525c-e25b-496c-bb4c-3f947d0efe2d,-7.7575,110.3825,46,99
a3156e22-9391-4012-9c23-2831c35d239a,-7.7525,110.4275,325,827
a317dcbb-e4c6-487e-8f17-00544d6c04b4,-7.7575,110.4025,50,738
a32ede36-f0a8-4cf7-acb2-51873323aa07,-7.7575,110.3875,5,13
a35c6fd9-6fd9-d196-251b-038ffca73fbe,-7.7475,110.3425,90,215
a3682f53-2f53-145a-92d3-f2a237de676f,-7.7575,110.3725,2,18
a368c05b-c05b-b32e-4c5a-3e05c7a39401,-7.7525,110.3725,32,102
a36ea4b5-8ee8-4f16-9d80-307e39a7aeba,-7.7525,110.4075,61,120
a371f48a-5c1a-4cde-beef-7558852d5bd9,-7.7525,110.3725,350,2144
a385080e-3ebf-4320-8c3c-476db0efec36,-7.7625,110.4125,1,3
a38b8a0a-8a0a-7105-3213-8ae1714803ad,-7.7475,110.4075,354,1691
a3c0205d-b2aa-4519-82d1-7aac24badb2d,-7.7425,110.3675,11,65
a3d7fa68-bea4-47b3-8c4b-d4998360e45a,-7.7675,110.3675,2,60
a3de7f03-7f03-231d-4e34-a2243ec6ec8d,-7.7425,110.3625,29,229
a3f60842-3cfc-4e9b-8557-ec112d667518,-7.7475,110.3425,197,441
a423f8d3-1a3a-4532-82fe-9af631cbe3f4,-7.7475,110.4125,78,416
a43a908c-5676-4aaf-9946-6bc61b45a9a9,-7.7625,110.4125,6,19
a45b4a4e-4cf0-4ecb-898d-83d716d52063,-7.7675,110.3975,370,1674
a46c7aa8-2cce-48fa-9a4f-dc595d2dde3b,-7.7625,110.4075,13,37
a4aa63fa-63fa-28d3-6379-e978799312f3,-7.7625,110.3975,16,132
a4b76412-6412-1541-39b7-116569b55133,-7.7525,110.3825,4,6
a4c686a6-86a6-81eb-5a03-a95c718bd431,-7.7475,110.3725,7,73
a4e14513-4513-0d21-a04b-96fd09d5fa33,-7.7625,110.3425,66,238
a501b3e5-b3e5-9ab9-8424-55c6db3a781f,-7.7625,110.3675,25,138
a50b0fc8-0fc8-1d30-d51a-19d07d6bba47,-7.7525,110.3975,42,220
a50f7e44-87f7-404a-bc09-ac8764a6a508,-7.7625,110.4125,2,2
a5205855-311b-4d9d-aab2-631551728d5a,-7.7575,110.3825,118,460
a5244d52-4d52-fcd8-4027-0cb619f87fbd,-7.7475,110.3975,40,280
a5292f32-2b47-46d2-9adc-fb751495132a,-7.7575,110.4025,10,61
a53b88e8-88e8-a8ac-f5ab-6eb0f17de244,-7.7625,110.3925,2,4
a5405bda-761b-4319-b9f1-61e1830d5024,-7.7525,110.4275,131,979
a568cceb-bda9-4641-968e-e81902213ca8,-7.7625,110.4225,3,13
a56a861d-a1c4-4434-a39e-3e6b918f5a53,-7.7575,110.3925,10,42
a574ff3a-ff3a-a7ae-48a2-ee644516080b,-7.7575,110.3675,154,974
a5819f1a-9f1a-1af8-3a9f-f170ccc6d8b9,-7.7475,110.3425,1,3
a59a8ca3-8ca3-5769-ad77-278f8bc92fe9,-7.7525,110.4275,86,461
a5ccca1a-ca1a-a197-160e-7657581e700d,-7.7625,110.4225,3,19
a5d55b09-5b09-c5de-f569-eaead053939d,-7.7575,110.3825,1,2
a5e85e9e-5e9e-cec2-c4a7-3d9939215f88,-7.7425,110.3725,5,47
a5f170d4-70d4-7b54-4ea8-1d5e8dcccde9,-7.7525,110.3625,47,126
a61d08f1-08f1-8948-44b7-4370ce1a4bf8,-7.7575,110.4325,88,598
a63b0c0e-0c0e-4b25-a488-5d8b5711289e,-7.7625,110.3925,183,528
a64203da-6ebd-47ae-85b2-0131b5e8b96d,-7.7575,110.4175,1,139
a6495ef2-dba4-4229-b9f5-47238ee4b6c9,-7.7625,110.3925,1,38
a662794d-29a1-4228-a45a-6f853b3268cc,-7.7575,110.3425,115,317
a669e996-e996-d028-a3ff-072b944cf44f,-7.7575,110.3975,7,43
a6751b69-8504-40f3-92e7-2b73d6d91ccf,-7.7575,110.3825,3,8
a680fb76-8557-4ba5-b457-458552d4af51,-7.7675,110.4325,22,65
a68673bc-73bc-23e0-55b0-d7db261ea903,-7.7575,110.3825,6,38
a6988b1e-8b1e-3bc0-3cdf-a9da9fc06a06,-7.7525,110.3825,3,49
a6a4c83f-bbe6-43ea-8219-2a5c75af1ca8,-7.7425,110.3875,454,1805
a6b45eb5-0458-4cd2-9da6-56122f0e0b28,-7.7625,110.4125,1,2
a6ca39ea-39ea-e340-ed00-4baa33e1b0b1,-7.7525,110.3525,92,566
a6d1e939-e939-d423-7c3c-75f5e02aa55b,-7.7425,110.3925,228,921
a702af59-8d18-4034-b61c-776acbbdd506,-7.7525,110.3625,14,115
a718434b-434b-af8d-5dda-e8f76e94d307,-7.7625,110.3825,10,87
a7218e3d-a0a5-4eca-b99e-2f2f7a236bae,-7.7625,110.3975,11,25
a7343492-3ed4-4f89-b8c1-4141f5ae1aac,-7.7625,110.3775,527,2443
a746fe03-530b-45d0-ae40-a5e4c1498dcd,-7.7525,110.3725,3,12
a74a70f2-bf1a-49b1-916f-44962229fd41,-7.7475,110.3475,172,800
a76412b4-12b4-b16f-95ee-9ef3b0b5383e,-7.7525,110.3675,2,66
a78502b1-02b1-5c4e-bf3d-ded66f48d850,-7.7475,110.3975,157,750
a788d714-d714-17a4-1644-6f4e86dc7d37,-7.7475,110.3475,240,772
a79cee76-ee76-dc73-cd98-c3552bd2c93e,-7.7525,110.3825,2,12
a7b35031-c89c-4482-b742-335ba7def0fe,-7.7625,110.3975,20,103
a7d81f5d-15e0-4aa7-8531-1d725865e50f,-7.7575,110.3975,35,104
a7dbb4e7-8f3a-42f7-859b-c4ca8ec77dc1,-7.7475,110.4175,2,17
a7fdd9f6-d9f6-8417-282f-eaa498a522f6,-7.7625,110.4125,9,126
a80315f6-58ae-4514-9662-7a8cc6a03b35,-7.7525,110.3775,685,2543
a806c289-7850-4257-a7e6-5a98f4c2a81f,-7.7575,110.3825,1,1
a809f2f1-f2f1-af2a-aaed-d7f97db08564,-7.7525,110.4225,34,127
a810a098-3477-4f4e-a3cd-7f0d5554353f,-7.7575,110.3925,1,7
a824b662-639e-4a64-8124-cf4b254a6ac7,-7.7575,110.3975,39,108
a83c84cb-84cb-dde9-0a5d-91973ca6bac7,-7.7625,110.3725,20,235
a858e292-a0c9-4155-1f15-15fdb4a792ec,-7.7625,110.4225,2,7
a878d836-e6ce-44fd-aef9-a7b3b1bd5161,-7.7625,110.3975,95,495
a89060e5-ba3f-4d25-9d7f-3ac993dff0a3,-7.7575,110.3475,3,56
a8bc6d3d-8761-4853-8d98-8e24c1275f97,-7.7525,110.3725,94,855
a8ff6a5c-26ad-4313-acf2-3f4fed04f50d,-7.7625,110.4125,5,153
a90326e1-2477-48d0-a66d-dea86f68b12e,-7.7575,110.3825,4,5
a91f28f4-28f4-ad4b-4053-356d28c6904c,-7.7625,110.4175,2,79
a92dcacd-fbf9-4da2-a5df-7005545da7e7,-7.7525,110.3725,2,10
a92e9de5-0ef3-48c0-a7d3-5aeacc934161,-7.7425,110.3675,1,298
a9516426-6426-41b4-2036-e4f679fc4bda,-7.7475,110.3425,4,215
a95cb8f8-b8f8-1c7e-23a7-ec867e71fd02,-7.7525,110.4075,74,296
a960bab5-86a6-4788-9de5-a6c8c871791d,-7.7475,110.3625,2,35
a974a23e-a23e-cf5a-fd88-0d225bfa8221,-7.7575,110.3425,100,325
a9807aef-89a8-4fb5-a417-8cffe38e0d18,-7.7475,110.4025,8,74
a9b8f29a-f29a-98a9-f0c1-b13b93e3ee66,-7.7575,110.4025,5,52
a9df20c8-20c8-261d-03b1-ba68e2c64310,-7.7675,110.4325,18,40
a9e47802-b3b5-4f5b-a545-f3b4e4e26cd0,-7.7475,110.3575,9,69
a9eb39d3-ee4c-4d5c-9d94-fc94ab872a5c,-7.7525,110.3725,7,8
a9f07270-7270-8997-0ad5-a6b58f9cc7fb,-7.7475,110.3825,47,267
a9fac3df-b79a-44bf-8eb7-5f5d4a8af70d,-7.7525,110.4175,3,32
aa243675-3675-48be-f3b1-e690fe8830dd,-7.7625,110.3775,1,4
aa2a3de7-b2e7-4b36-b46b-ab77fc7258cb,-7.7625,110.4175,6,27
aa4747ce-c294-4ef4-90b4-78cf5b008a5b,-7.7625,110.3975,10,26
aa59e3af-273b-40d8-8c1b-94a2fda5e837,-7.7525,110.4025,32,80
aa7eb344-b344-1aee-40da-045e7b760ced,-7.7525,110.3775,2,33
aa9282d9-82d9-853c-cb29-6215cb59e23e,-7.7575,110.3975,3,16
aaa0216f-a7a7-436b-bf80-822e225c6914,-7.7625,110.3975,6,13
aaa3fc03-2ffe-414e-83ee-34139f4b7aac,-7.7625,110.3725,108,220
aaa6fe5f-fe5f-157e-a856-68a056b64e74,-7.7625,110.4225,1,13
aaac7f2d-89bf-4920-be55-d394b81975d8,-7.7475,110.3725,15,45
aab7a3ea-4072-4918-866d-93ed26cc14e2,-7.7525,110.4075,16,72
aae739be-39be-63ee-41e5-7e77801abaf5,-7.7675,110.4225,9,115
ab0365d9-2e65-4178-b16b-04f28853931e,-7.7525,110.3625,1,14
ab0fcf1e-cf1e-4d7a-d81d-18ff052dcda0,-7.7425,110.3675,2,17
ab2e93aa-e710-42f9-83e2-022e52aaacb2,-7.7675,110.3625,9,16
ab7f1657-c593-4ddd-a8bc-df28b17fb04f,-7.7675,110.4125,12,33
ab818efd-8efd-7786-572a-f5278cd9ef5b,-7.7475,110.4175,401,2149
ab94e893-57de-4374-9837-ef75c595bbba,-7.7575,110.4125,7,15
aba8898e-898e-32e3-bb1e-6afa0ff8eedd,-7.7425,110.4325,131,886
abaa57bc-71cc-404a-9118-1766cd187f47,-7.7625,110.3425,345,1636
abba0865-9624-4532-87cc-bd98f5b97b7e,-7.7575,110.3975,10,39
abdbeb8d-eb8d-387a-af1b-39fa082aeada,-7.7575,110.4175,15,111
ac075893-5893-ed0e-c11b-02612d776e83,-7.7425,110.3725,31,157
ac446130-6130-3550-48aa-22ab12a4ed40,-7.7575,110.3625,615,2354
ac4a92d0-1e1c-4ce5-9a20-cf0e0c1bd047,-7.7525,110.3875,30,198
ac4ca726-95fe-44c3-9b68-e68da77fa2f9,-7.7475,110.3625,2,7
ac4d9452-fd53-446a-ad92-e7db231cc6ad,-7.7475,110.3975,390,886
ac4df6e6-128f-4379-afad-6b0fc6207eb5,-7.7475,110.3525,1,14
ac680284-0284-7a34-bf42-225d2b2f623c,-7.7575,110.3675,4,9
ac7926fb-caed-46d7-9554-662ce2e9bfd2,-7.7625,110.4325,1,22
ac96503b-7408-4682-9f14-b42d9f9ddfd8,-7.7675,110.3625,1,10
ac99156e-156e-461e-50fe-134c54af0400,-7.7675,110.3925,1,11
ac9ed78b-d84c-48ee-8749-3ae8d242d65e,-7.7425,110.4025,120,427
acb205a6-f7f8-44e7-a347-91ad037301f5,-7.7625,110.4125,6,305
acc1937a-8411-4725-b1ac-2dafdd3b97ce,-7.7425,110.3625,37,212
acc2b7a7-2d20-48d2-837e-f4fca5b0e468,-7.7475,110.3775,13,23
acd2a93b-5227-4645-9d5b-868c125defad,-7.7625,110.4125,14,64
acea9958-253a-40a8-b120-8eb1b002e5a9,-7.7575,110.3775,10,63
aced5b64-72db-44f4-8a7e-616c81235dad,-7.7675,110.4025,47,226
acf1fa12-8b49-426f-bceb-8250b6722903,-7.7425,110.3875,11,32
acfa20eb-20eb-810e-d3cd-59d6f9653a5a,-7.7475,110.3725,36,393
acfaa1f7-a1f7-7530-25f2-071a0f98632a,-7.7675,110.3475,10,26
ad0af039-8b13-48fa-95be-08bda429dda4,-7.7525,110.3975,1,33
ad19c9f5-c9f5-2c82-36d6-830261f15d53,-7.7625,110.3625,8,10
ad1cd483-d483-6ca8-02a7-cab6d526241c,-7.7525,110.3825,8,8
ad73d5d5-3889-40d7-8119-1f72cd071d34,-7.7625,110.3975,25,84
ad763048-727e-40a2-a3a5-6e1a58bf92ee,-7.7475,110.3625,786,3605
ad76abe4-5ab9-4f05-bd78-d7dda3b8cc64,-7.7475,110.3725,9,95
ad7dcef8-cef8-a4e6-13b7-f78d28a7701c,-7.7425,110.3675,1,4
ad911983-4f21-4f6b-80ee-569426a48d4c,-7.7675,110.3825,6,149
ada6f692-5582-4e1c-9ed9-d2113b2008e2,-7.7675,110.4325,23,78
ada85c07-fdc0-4a2d-869b-976376c0e50f,-7.7625,110.4175,7,18
adb950c1-7213-4c41-a448-406624ddbe40,-7.7525,110.3775,4,21
adbe5953-0496-4a15-b013-6aee71d7ad6c,-7.7625,110.3475,485,1456
adbf4e4c-af06-4a25-ac1f-1b5a8977a155,-7.7625,110.3425,337,975
adc5a757-bd48-4a6c-8eb1-3bc1c11783e6,-7.7675,110.4175,96,757
add6016c-e647-4e74-a67c-0fb33a4d028a,-7.7575,110.4075,341,3743
adddca15-5c19-4ec2-2bfc-66387e30a3bd,-7.7425,110.3575,11,64
adfa2c8a-3968-498c-b411-36e57cf997b5,-7.7475,110.3625,4,17
ae0cd759-eb25-4bdb-b053-d07d1dcd198d,-7.7525,110.3725,2,2
ae3d49c3-49bc-48a8-905c-2b1ec09f748b,-7.7575,110.3875,5,20
ae530e96-4c74-4667-a430-fd3a68646cc8,-7.7525,110.3625,1,1
ae59df21-df21-aa72-a0bd-72ac0d87ebc8,-7.7675,110.3775,3,49
ae7a1d7f-7aac-4e53-89e9-593c5524dfc1,-7.7625,110.4125,10,46
aea013f6-de6a-45fd-9961-e94f0184b361,-7.7675,110.4125,8,21
aea536b9-6775-45a8-a270-2741f1e81361,-7.7675,110.4325,8,24
aeaf5fd5-5fd5-b4b8-b884-cd46ab238e46,-7.7525,110.3725,59,207
aecfbbc1-037a-4972-a609-6e76df46fc8b,-7.7475,110.3875,4,15
aed03fbc-3fbc-c403-0244-1f4cee760d66,-7.7625,110.4175,122,385
aed05e3e-2850-4afe-9f3c-8f7c8e63de57,-7.7625,110.4125,24,27
aedb2ac0-644d-4622-b59f-1222474b110a,-7.7675,110.3825,47,138
aee001b4-01b4-a33a-c20b-a9dee29befba,-7.7475,110.3625,10,35
af05df6e-1db9-4423-a59d-c5d2f04fcfc4,-7.7575,110.3825,6,25
af254708-8cee-4071-b46e-440eb4204d32,-7.7475,110.3425,6,7
af369294-9294-7ffd-f422-2313d1bab516,-7.7575,110.3625,1,4
af547dd6-0764-4733-b567-73ef477f47bb,-7.7575,110.4125,8,71
af5d0446-0446-d534-e61c-8f31b453c9ae,-7.7675,110.4325,3,22
af7232a9-f8f9-4033-a8e3-40300564efc4,-7.7625,110.3975,106,359
af80f276-f276-345d-3d95-bc428283d581,-7.7575,110.4075,2,9
af85e9c4-e9c4-b996-88ed-c5eacb9e8b4c,-7.7675,110.4025,52,323
afcbe75c-e75c-d479-a16c-e14922622ab4,-7.7475,110.3825,3,33
afd09121-8f5d-48ec-afe2-905ec889c123,-7.7425,110.3875,23,68
afda85f2-58c1-4259-9ca3-0bf50e2e402a,-7.7625,110.4125,1,39
afe5ea6c-d117-4450-a8fb-5dbab7725b85,-7.7525,110.3725,8,80
affc90c9-e358-42e9-bc9c-5479cd4fb0db,-7.7625,110.3925,4,54
b01e1363-4a80-4ae7-ad05-b111c7fa8ef8,-7.7525,110.4075,24,63
b02a2ae4-d5a6-4c67-836a-59d42a81d2d1,-7.7575,110.3625,9,77
b0311ed7-cc66-4df3-8a5c-a9108dfe811c,-7.7575,110.3875,2,13
b03fdc3f-90ac-4c77-b9a2-1e42320a8be9,-7.7475,110.3625,2,14
b04ce5c5-97ef-453f-9dd7-91b2393cc60a,-7.7625,110.4175,1,1347
b050a6d2-0603-47bf-a220-2bb6e69d796d,-7.7575,110.3575,20,41
b05ec688-c688-ce06-75f2-5d193761a4a2,-7.7475,110.3875,165,446
b06403cf-03cf-0ecc-01e3-90d65ecf8d34,-7.7625,110.4225,43,103
b0770845-0845-f85b-c78f-61c18502b6a5,-7.7575,110.4025,48,1026
b09b3366-3366-e7bd-d739-d59a2449de2e,-7.7525,110.3625,6,23
b0c157ae-57ae-8393-9600-7f8c2803f167,-7.7525,110.3725,65,283
b0cefa81-fa81-a061-4e55-953660fc11a1,-7.7675,110.4125,80,452
b0d29a2a-f40b-4029-a5bb-a1d770763ed6,-7.7625,110.4125,2,44
b0f22f52-2f52-a74f-26e7-87e813b90025,-7.7675,110.4325,4,7
b100616f-d56e-4a8a-8ab6-b25d895fccf5,-7.7625,110.3775,3,10
b105e8ec-d6a6-4b96-92d7-372890fe7f37,-7.7525,110.3975,9,57
b106b9e5-1676-4f13-a079-cbbba499d97a,-7.7475,110.4175,15,56
b1080ae5-0ae5-89f8-f388-c64c339d261d,-7.7475,110.4125,10,42
b10db095-f543-4e26-b77c-d460eb5b7176,-7.7675,110.3575,55,99
b10eb5c9-c2a4-47b0-99b1-c5f3c6f298a4,-7.7425,110.4125,1,16
b12dc0fa-bc45-46e2-aed8-988807f7a3de,-7.7475,110.3625,6,78
b13a54a0-d9c4-4724-aca5-c4d2fae5576b,-7.7675,110.3425,64,95
b14a16fb-16fb-3181-c785-ca2e6fc3fafd,-7.7625,110.3975,3,19
b15f6ef9-6ef9-799c-d13d-1922262de0b1,-7.7625,110.4175,141,529
b164a176-adf1-4e2c-adb9-fca859497b1c,-7.7425,110.4125,61,161
b1679e1b-9e1b-57ab-9db2-3bfafce0a1cc,-7.7675,110.4075,3,10
b16a84c5-84c5-e624-2b77-5eb450b6efcb,-7.7575,110.3625,7,63
b1921cc0-1cc0-695d-30f3-64104ea39224,-7.7425,110.3575,2,30
b1991c4c-1c4c-cf13-c988-d54a5ab776ef,-7.7475,110.4075,510,1604
b1b06e6d-cb62-46a2-1646-d8e33f75bfc4,-7.7675,110.4025,35,133
b1c9c66e-aa94-44c4-a593-e90dafcf9ef8,-7.7575,110.4025,1,66
b1e96486-750c-422f-934e-bbebf825c315,-7.7525,110.3725,2,146
b1f1593c-593c-27c2-d2d4-a2f4a7a58940,-7.7575,110.3875,5,5
b20fa036-a036-2e36-071e-b552c850b5a6,-7.7675,110.4225,3,15
b21cf201-f201-a280-5d54-01546b2908d9,-7.7625,110.3625,13,122
b23c15ef-cbed-4076-966b-a6d573d30d31,-7.7675,110.4075,134,585
b23fc83f-c83f-3c30-1dc2-0d43cafb02f3,-7.7425,110.4075,2,55
b25170a5-bc5d-4fa8-bbb5-f3f226d30432,-7.7675,110.3625,28,29
b2736c98-6c98-4929-622d-9517bef5fe01,-7.7575,110.3875,14,33
b284bd85-bd85-e3f2-4b5c-bac5da944e11,-7.7475,110.3975,37,239
b29ab4f8-e9c0-4a9f-83f5-c2ee8f368b38,-7.7525,110.3675,161,1787
b2b8c22c-0d32-4116-9522-21e5088012e3,-7.7525,110.3625,12,21
b2c40bb4-0bb4-ee51-fca4-7de8c53d1c3d,-7.7625,110.3975,19,69
b2d1fe18-438d-4963-ade1-93168c7ff566,-7.7475,110.3725,10,113
b2f48bdd-8bdd-1a10-4cad-aa5f810385b2,-7.7475,110.3625,1,187
b2f9a15f-a15f-2cd2-e5fa-e3846df4cd40,-7.7625,110.3525,23,92
b313de74-de74-489f-4da5-4d31f8f2627a,-7.7525,110.3825,1,6
b33ed8b8-fa42-411f-bcef-965fe3e5a9fa,-7.7525,110.3725,4,133
b34022dc-22dc-3d79-4939-91a673d74bfb,-7.7425,110.3525,4,77
b3409987-9987-92f6-8fb9-01b095020b0e,-7.7625,110.3425,11,67
b34392be-7242-45ab-8ca7-74d7d26ba94c,-7.7575,110.4125,9,46
b376abd2-d79a-4d0e-bc16-9be9499d295a,-7.7575,110.3625,9,11
b3798710-8710-66ee-0685-99e32bbcc3f7,-7.7425,110.3875,45,565
b38f0311-0311-75d3-d1bd-520dbd9cee11,-7.7575,110.3975,9,15
b3921d39-1d39-b4cd-8a5c-fcff9dd6cda7,-7.7675,110.3725,9,93
b3bc655f-33ae-4200-bc0c-05f3ec47952a,-7.7525,110.3625,16,58
b3bfb4a2-b4a2-dcdb-37c9-376e518ffcc9,-7.7575,110.3675,6,63
b3cadadf-504f-46f1-9cc0-d0751992b662,-7.7475,110.3625,5,15
b3d59843-9843-54a8-15e2-c7f453f8ec21,-7.7575,110.4025,2,33
b3f585fc-85fc-68fd-69ba-cacfbb35126f,-7.7675,110.3425,121,442
b400b42d-abf6-400d-95da-42d43ac59c52,-7.7525,110.4075,28,61
b41ac594-c594-a068-170f-910046c41d7c,-7.7625,110.4175,19,113
b4251f55-1f55-2ffb-9c6e-aad36e9d03b2,-7.7575,110.3725,106,561
b42a8f77-d21d-4b04-93d4-206444f74b5f,-7.7625,110.3925,1,10
b44eda32-1267-42ef-8456-1a0af8be2627,-7.7675,110.4075,15,446
b45cc353-c353-30f4-17ed-1f654ee96cc3,-7.7675,110.3425,16,78
b46178bc-78bc-c5f3-baf6-e137d0293d2e,-7.7475,110.4175,3,51
b475138e-6d2c-4a33-b091-ce7cc05b21e4,-7.7475,110.3625,1,8
b489e457-e457-7a59-4d3a-542d48d303d7,-7.7475,110.3675,105,662
b48fe8d6-e8d6-775d-27fc-2bf315094c7c,-7.7525,110.3875,26,454
b4a0c0c0-ca88-46dd-a126-184a3113c1f5,-7.7425,110.3725,11,38
b4a23a6e-da9f-4414-9c1a-fb8b1e77dc5c,-7.7525,110.3725,1,8
b4a8e749-28ea-46c4-9127-e117a959c949,-7.7575,110.3925,10,672
b4cb2fe9-2fe9-3e8c-8f2c-6993e2fc2f0b,-7.7525,110.3725,1,6
b4d281db-c007-4d4d-b774-163ca3fce86b,-7.7575,110.4075,1,17
b4d74de4-4de4-bb76-dbb7-26718d31b8e2,-7.7575,110.4025,3,37
b4dccb4f-cb4f-8dc1-0c2b-886be4c5839e,-7.7675,110.4025,131,315
b4de417c-be1a-4430-b4be-f6c3cb6670c1,-7.7525,110.3975,16,23
b4e653aa-53aa-fd30-0f82-549db21cf398,-7.7675,110.3675,47,100
b4faf445-c0db-4385-9890-022e53bb0d50,-7.7475,110.3825,23,52
b5369f6e-168b-4c6e-b1aa-a10e54d7a103,-7.7575,110.3825,1,51
b539749f-4779-4a16-8a6e-6549f9283a0c,-7.7525,110.3725,18,18
b56fcb0c-3a2d-4987-ba37-b90eaccca50a,-7.7525,110.3625,3,34
b57a7e88-7e88-183b-8206-5ae26d1f5d39,-7.7675,110.3525,3,171
b59abe28-6ef3-43b3-1139-d59dea0966cf,-7.7525,110.3975,159,609
b5b56fc9-80a4-4315-b19e-e328d152e29d,-7.7525,110.3625,3,40
b5cc2c3a-2c3a-c811-5565-88b75744ff6e,-7.7475,110.4025,1,29
b5e1656f-a81c-4b47-bef6-eaa862d3ec6a,-7.7675,110.3425,1,59
b5e7051f-051f-1bcf-7898-769326c8f1fb,-7.7575,110.4075,1,28
b6076f69-6f69-1cba-57dc-8ef94987ad74,-7.7525,110.3825,226,1389
b68a1ecf-ee33-4c1b-bce7-d41aa2d915ec,-7.7575,110.3825,21,284
b6ac0e0a-0e0a-29aa-944b-e3b8f492321b,-7.7675,110.3775,1,126
b6c4a5f1-06b7-43bb-b925-9f8626569f3a,-7.7475,110.3825,339,1162
b6e50096-0096-5d6b-4633-da5abd1d27b0,-7.7425,110.3575,17,114
b6ed042f-f6bb-46d9-9fde-da24a613fc92,-7.7575,110.4125,12,569
b71c814f-4c57-4f24-8c41-37416a147554,-7.7575,110.3875,39,149
b71ff0f2-f0f2-e1f5-7095-9dbca075b4c4,-7.7475,110.3625,5,689
b72a1c51-1c51-817d-2292-b5f457c2cca9,-7.7475,110.3975,348,2169
b7399310-9310-9ca9-bb7b-2c69f46fa3ad,-7.7475,110.3625,10,16
b73b0e34-6821-4175-9cab-d3a936515bfc,-7.7425,110.3475,1,74
b74b9aac-9aac-7429-cb35-1265d5b63b1c,-7.7425,110.4225,55,310
b74ea60b-a60b-fc43-e620-0e5a99468cfe,-7.7625,110.4075,2,21
b75bba64-b970-434a-89dd-a542c96bffe9,-7.7425,110.3925,505,1784
b75c3909-3909-f723-f825-30977aa5df09,-7.7575,110.3625,1,21
b7655a4f-4435-46ff-b45c-9c6f79bb98a9,-7.7475,110.3725,1,4
b765a5f5-a5f5-f157-c47e-3447159cec8a,-7.7575,110.4175,186,746
b76aadf2-c3ea-4dfe-9091-12764c69d373,-7.7575,110.3825,24,147
b7752331-2331-ee59-6ae5-f30d9e0e9ce1,-7.7625,110.3975,18,37
b776aa0d-cf27-44a2-8e87-4329049afea6,-7.7625,110.4275,2,3
b798a024-eb9b-4c5e-819a-86b41d09c524,-7.7425,110.3475,7,35
b79edcfc-f6b1-4446-906a-209dbb031192,-7.7425,110.3475,756,3945
b7a272f2-3735-4a97-9b60-2b416fbd4f96,-7.7475,110.3675,43,130
b7a54797-4797-23f8-28b0-b5c54bde6144,-7.7625,110.3625,1,11
b7b2fd84-9336-4795-adcc-76efdb8a70b2,-7.7425,110.4075,127,214
b7e7dff4-cbc2-49a9-b4bd-25243aad406e,-7.7625,110.3775,1,5
b81c4127-ddd8-4638-9130-0994c484d03c,-7.7575,110.3725,28,163
b81d0b22-0b22-501d-c081-b75d3865cadf,-7.7425,110.3675,1,61
b8259dc3-2cee-4ec8-9054-411c78e735d3,-7.7625,110.3925,317,1378
b83ea0b2-a0b2-84c3-5672-5071fedd586c,-7.7575,110.3825,14,75
b8484d4a-4d4a-4baa-9f8b-f32a0a0ef6d8,-7.7625,110.3975,25,65
b8486f7c-043c-493f-97f1-b8d63fa88ac4,-7.7475,110.3625,3,3
b85c16ef-9c75-426f-9e5b-2a6fd8db611e,-7.7625,110.4025,46,78
b85d45e7-45e7-5a3c-4d44-60adf9c07502,-7.7475,110.3825,71,313
b85f9982-9982-1ea8-4157-19a6bd726ca6,-7.7625,110.3925,1,7
b87bb255-b255-5608-ae0a-c407ba725223,-7.7475,110.3825,9,39
b88fba4c-06d5-4d3b-a948-0c1e8bb83414,-7.7525,110.3725,2,7
b89a6bca-aeee-4181-b533-da2ce1050044,-7.7625,110.3725,6,31
b8a98d24-7ea1-4526-9ffd-d02b385370cb,-7.7525,110.3725,321,1584
b8ba4aef-5e7b-4319-8e91-84ff74311ae2,-7.7625,110.4125,6,9
b8bbc230-2c94-48f3-a661-b25263b048a6,-7.7525,110.3625,165,544
b8bf84ae-0752-40a9-a9a5-e433359b6587,-7.7525,110.4075,9,16
b8e7bf9f-ebe2-4cd3-a211-cdf1175d4d3b,-7.7625,110.3925,1,2
