nearest_intersection,date_wib,n_maids,n_pings,dow,is_weekday,month
kronggahan,2021-10-27,4,10,2,true,2021-10
kronggahan,2021-10-28,3,6,3,true,2021-10
kronggahan,2021-10-29,5,15,4,true,2021-10
kronggahan,2021-10-30,1,2,5,false,2021-10
kronggahan,2021-11-01,1,7,0,true,2021-11
kronggahan,2021-11-02,1,2,1,true,2021-11
kronggahan,2021-11-03,4,8,2,true,2021-11
kronggahan,2021-11-05,3,37,4,true,2021-11
kronggahan,2021-11-06,3,11,5,false,2021-11
kronggahan,2021-11-07,2,4,6,false,2021-11
kronggahan,2021-11-08,1,4,0,true,2021-11
kronggahan,2021-11-09,1,2,1,true,2021-11
kronggahan,2021-11-10,1,2,2,true,2021-11
kronggahan,2021-11-13,2,6,5,false,2021-11
kronggahan,2021-11-14,1,3,6,false,2021-11
kronggahan,2021-11-15,3,7,0,true,2021-11
kronggahan,2021-11-16,1,2,1,true,2021-11
kronggahan,2021-11-18,2,3,3,true,2021-11
kronggahan,2021-11-20,2,5,5,false,2021-11
kronggahan,2021-11-21,2,4,6,false,2021-11
kronggahan,2021-11-22,2,6,0,true,2021-11
kronggahan,2021-11-23,2,8,1,true,2021-11
kronggahan,2021-11-24,2,5,2,true,2021-11
kronggahan,2021-11-25,1,6,3,true,2021-11
kronggahan,2021-11-26,1,18,4,true,2021-11
kronggahan,2021-11-27,5,44,5,false,2021-11
kronggahan,2021-11-28,1,3,6,false,2021-11
kronggahan,2021-11-29,1,3,0,true,2021-11
kronggahan,2021-11-30,1,2,1,true,2021-11
kronggahan,2021-12-01,1,1,2,true,2021-12
kronggahan,2021-12-02,1,2,3,true,2021-12
kronggahan,2021-12-03,1,2,4,true,2021-12
kronggahan,2021-12-04,2,3,5,false,2021-12
kronggahan,2021-12-06,1,2,0,true,2021-12
kronggahan,2021-12-10,1,2,4,true,2021-12
kronggahan,2021-12-11,1,2,5,false,2021-12
kronggahan,2021-12-14,1,5,1,true,2021-12
kronggahan,2021-12-17,1,1,4,true,2021-12
kronggahan,2021-12-20,1,2,0,true,2021-12
kronggahan,2021-12-21,2,6,1,true,2021-12
kronggahan,2021-12-22,2,10,2,true,2021-12
kronggahan,2021-12-23,4,8,3,true,2021-12
kronggahan,2021-12-25,1,4,5,false,2021-12
kronggahan,2021-12-26,2,7,6,false,2021-12
kronggahan,2021-12-27,1,2,0,true,2021-12
kronggahan,2021-12-29,1,2,2,true,2021-12
kronggahan,2021-12-30,3,10,3,true,2021-12
kronggahan,2022-01-02,1,5,6,false,2022-01
kronggahan,2022-01-03,2,7,0,true,2022-01
kronggahan,2022-01-04,1,2,1,true,2022-01
kronggahan,2022-01-05,1,2,2,true,2022-01
kronggahan,2022-01-06,2,3,3,true,2022-01
kronggahan,2022-01-08,1,4,5,false,2022-01
kronggahan,2022-01-09,2,3,6,false,2022-01
kronggahan,2022-01-10,2,4,0,true,2022-01
kronggahan,2022-01-11,1,7,1,true,2022-01
kronggahan,2022-01-12,2,5,2,true,2022-01
kronggahan,2022-01-14,2,4,4,true,2022-01
kronggahan,2022-01-15,1,2,5,false,2022-01
kronggahan,2022-01-16,1,2,6,false,2022-01
kronggahan,2022-01-19,25,40,2,true,2022-01
kronggahan,2022-01-20,32,57,3,true,2022-01
kronggahan,2022-01-21,39,60,4,true,2022-01
kronggahan,2022-01-22,33,71,5,false,2022-01
kronggahan,2022-01-23,25,36,6,false,2022-01
kronggahan,2022-01-24,30,37,0,true,2022-01
kronggahan,2022-01-25,42,63,1,true,2022-01
kronggahan,2022-01-26,41,62,2,true,2022-01
kronggahan,2022-01-27,36,66,3,true,2022-01
kronggahan,2022-01-28,44,72,4,true,2022-01
kronggahan,2022-01-29,43,59,5,false,2022-01
kronggahan,2022-01-30,45,119,6,false,2022-01
kronggahan,2022-01-31,54,89,0,true,2022-01
kronggahan,2022-02-01,75,141,1,true,2022-02
kronggahan,2022-02-02,60,94,2,true,2022-02
kronggahan,2022-02-03,70,114,3,true,2022-02
kronggahan,2022-02-04,67,106,4,true,2022-02
kronggahan,2022-02-05,58,98,5,false,2022-02
kronggahan,2022-02-06,116,179,6,false,2022-02
kronggahan,2022-02-07,99,149,0,true,2022-02
kronggahan,2022-02-08,69,123,1,true,2022-02
kronggahan,2022-02-09,97,164,2,true,2022-02
kronggahan,2022-02-10,82,142,3,true,2022-02
kronggahan,2022-02-11,96,133,4,true,2022-02
kronggahan,2022-02-12,79,153,5,false,2022-02
kronggahan,2022-02-13,56,106,6,false,2022-02
kronggahan,2022-02-14,73,130,0,true,2022-02
kronggahan,2022-02-15,78,153,1,true,2022-02
kronggahan,2022-02-17,57,120,3,true,2022-02
kronggahan,2022-02-18,92,166,4,true,2022-02
kronggahan,2022-02-19,95,141,5,false,2022-02
kronggahan,2022-02-20,61,98,6,false,2022-02
kronggahan,2022-02-21,56,102,0,true,2022-02
kronggahan,2022-02-22,38,63,1,true,2022-02
kronggahan,2022-02-23,44,66,2,true,2022-02
kronggahan,2022-02-24,1,2,3,true,2022-02
kronggahan,2022-02-26,2,4,5,false,2022-02
kronggahan,2022-02-27,2,6,6,false,2022-02
kronggahan,2022-02-28,2,6,0,true,2022-02
kronggahan,2022-03-07,4,10,0,true,2022-03
kronggahan,2022-03-08,2,6,1,true,2022-03
kronggahan,2022-03-09,1,4,2,true,2022-03
kronggahan,2022-03-10,2,6,3,true,2022-03
kronggahan,2022-03-11,2,12,4,true,2022-03
kronggahan,2022-03-14,2,4,0,true,2022-03
kronggahan,2022-03-15,2,4,1,true,2022-03
kronggahan,2022-03-16,3,4,2,true,2022-03
kronggahan,2022-03-20,2,11,6,false,2022-03
kronggahan,2022-03-21,2,4,0,true,2022-03
kronggahan,2022-03-22,1,3,1,true,2022-03
kronggahan,2022-03-24,2,4,3,true,2022-03
kronggahan,2022-03-26,1,4,5,false,2022-03
kronggahan,2022-03-27,4,10,6,false,2022-03
kronggahan,2022-03-28,6,19,0,true,2022-03
kronggahan,2022-03-29,1,5,1,true,2022-03
kronggahan,2022-03-30,2,4,2,true,2022-03
kronggahan,2022-03-31,2,4,3,true,2022-03
kronggahan,2022-04-01,1,2,4,true,2022-04
kronggahan,2022-04-03,1,1,6,false,2022-04
kronggahan,2022-04-05,1,1,1,true,2022-04
kronggahan,2022-04-09,1,2,5,false,2022-04
kronggahan,2022-04-11,1,2,0,true,2022-04
kronggahan,2022-04-12,1,2,1,true,2022-04
kronggahan,2022-04-21,2,5,3,true,2022-04
kronggahan,2022-05-02,2,4,0,true,2022-05
kronggahan,2022-05-03,4,15,1,true,2022-05
kronggahan,2022-05-05,3,6,3,true,2022-05
kronggahan,2022-05-07,2,4,5,false,2022-05
kronggahan,2022-05-08,1,2,6,false,2022-05
kronggahan,2022-05-10,2,2,1,true,2022-05
kronggahan,2022-05-11,1,2,2,true,2022-05
kronggahan,2022-05-16,33,54,0,true,2022-05
kronggahan,2022-05-17,52,94,1,true,2022-05
kronggahan,2022-05-18,45,97,2,true,2022-05
kronggahan,2022-05-19,55,134,3,true,2022-05
kronggahan,2022-05-20,46,85,4,true,2022-05
kronggahan,2022-05-21,66,119,5,false,2022-05
kronggahan,2022-05-22,63,123,6,false,2022-05
kronggahan,2022-05-23,59,88,0,true,2022-05
kronggahan,2022-05-24,72,133,1,true,2022-05
kronggahan,2022-05-25,60,94,2,true,2022-05
kronggahan,2022-05-26,69,135,3,true,2022-05
kronggahan,2022-05-27,74,144,4,true,2022-05
kronggahan,2022-05-28,83,164,5,false,2022-05
kronggahan,2022-05-29,59,84,6,false,2022-05
kronggahan,2022-05-30,55,103,0,true,2022-05
kronggahan,2022-05-31,43,80,1,true,2022-05
kronggahan,2022-06-01,5,13,2,true,2022-06
kronggahan,2022-06-02,75,173,3,true,2022-06
kronggahan,2022-06-03,79,144,4,true,2022-06
kronggahan,2022-06-04,93,210,5,false,2022-06
kronggahan,2022-06-05,22,38,6,false,2022-06
kronggahan,2022-06-07,1,2,1,true,2022-06
monjali,2021-10-24,1,1,6,false,2021-10
monjali,2021-10-25,1,1,0,true,2021-10
monjali,2021-10-27,1,4,2,true,2021-10
monjali,2021-10-28,5,17,3,true,2021-10
monjali,2021-10-29,6,45,4,true,2021-10
monjali,2021-10-30,8,60,5,false,2021-10
monjali,2021-10-31,4,17,6,false,2021-10
monjali,2021-11-01,5,19,0,true,2021-11
monjali,2021-11-02,7,31,1,true,2021-11
monjali,2021-11-03,4,69,2,true,2021-11
monjali,2021-11-04,2,6,3,true,2021-11
monjali,2021-11-05,6,32,4,true,2021-11
monjali,2021-11-06,5,15,5,false,2021-11
monjali,2021-11-07,6,28,6,false,2021-11
monjali,2021-11-08,2,4,0,true,2021-11
monjali,2021-11-09,3,30,1,true,2021-11
monjali,2021-11-10,1,30,2,true,2021-11
monjali,2021-11-11,1,5,3,true,2021-11
monjali,2021-11-12,1,24,4,true,2021-11
monjali,2021-11-13,4,26,5,false,2021-11
monjali,2021-11-14,2,10,6,false,2021-11
monjali,2021-11-15,5,30,0,true,2021-11
monjali,2021-11-16,4,20,1,true,2021-11
monjali,2021-11-17,6,23,2,true,2021-11
monjali,2021-11-18,4,40,3,true,2021-11
monjali,2021-11-19,2,6,4,true,2021-11
monjali,2021-11-20,4,28,5,false,2021-11
monjali,2021-11-21,6,19,6,false,2021-11
monjali,2021-11-22,2,21,0,true,2021-11
monjali,2021-11-23,3,6,1,true,2021-11
monjali,2021-11-24,3,15,2,true,2021-11
monjali,2021-11-25,2,6,3,true,2021-11
monjali,2021-11-26,4,29,4,true,2021-11
monjali,2021-11-27,7,20,5,false,2021-11
monjali,2021-11-29,3,8,0,true,2021-11
monjali,2021-11-30,3,14,1,true,2021-11
monjali,2021-12-02,2,10,3,true,2021-12
monjali,2021-12-03,2,25,4,true,2021-12
monjali,2021-12-04,3,12,5,false,2021-12
monjali,2021-12-05,2,4,6,false,2021-12
monjali,2021-12-06,1,3,0,true,2021-12
monjali,2021-12-07,1,2,1,true,2021-12
monjali,2021-12-08,1,2,2,true,2021-12
monjali,2021-12-09,3,9,3,true,2021-12
monjali,2021-12-10,3,6,4,true,2021-12
monjali,2021-12-11,3,14,5,false,2021-12
monjali,2021-12-12,2,6,6,false,2021-12
monjali,2021-12-13,1,2,0,true,2021-12
monjali,2021-12-15,2,4,2,true,2021-12
monjali,2021-12-16,3,12,3,true,2021-12
monjali,2021-12-17,3,15,4,true,2021-12
monjali,2021-12-18,1,4,5,false,2021-12
monjali,2021-12-19,2,4,6,false,2021-12
monjali,2021-12-20,3,8,0,true,2021-12
monjali,2021-12-21,1,4,1,true,2021-12
monjali,2021-12-22,4,32,2,true,2021-12
monjali,2021-12-23,2,3,3,true,2021-12
monjali,2021-12-24,2,7,4,true,2021-12
monjali,2021-12-26,3,17,6,false,2021-12
monjali,2021-12-27,1,4,0,true,2021-12
monjali,2021-12-28,3,7,1,true,2021-12
monjali,2021-12-29,3,10,2,true,2021-12
monjali,2021-12-30,1,4,3,true,2021-12
monjali,2021-12-31,1,2,4,true,2021-12
monjali,2022-01-01,2,6,5,false,2022-01
monjali,2022-01-02,1,2,6,false,2022-01
monjali,2022-01-04,4,25,1,true,2022-01
monjali,2022-01-06,3,7,3,true,2022-01
monjali,2022-01-07,4,14,4,true,2022-01
monjali,2022-01-08,4,14,5,false,2022-01
monjali,2022-01-10,5,16,0,true,2022-01
monjali,2022-01-11,7,32,1,true,2022-01
monjali,2022-01-12,6,18,2,true,2022-01
monjali,2022-01-13,2,8,3,true,2022-01
monjali,2022-01-14,3,23,4,true,2022-01
monjali,2022-01-15,6,21,5,false,2022-01
monjali,2022-01-16,3,11,6,false,2022-01
monjali,2022-01-17,1,8,0,true,2022-01
monjali,2022-01-18,2,7,1,true,2022-01
monjali,2022-01-19,66,146,2,true,2022-01
monjali,2022-01-20,104,235,3,true,2022-01
monjali,2022-01-21,114,253,4,true,2022-01
monjali,2022-01-22,74,152,5,false,2022-01
monjali,2022-01-23,58,96,6,false,2022-01
monjali,2022-01-24,82,170,0,true,2022-01
monjali,2022-01-25,74,166,1,true,2022-01
monjali,2022-01-26,88,193,2,true,2022-01
monjali,2022-01-27,92,178,3,true,2022-01
monjali,2022-01-28,114,222,4,true,2022-01
monjali,2022-01-29,113,216,5,false,2022-01
monjali,2022-01-30,133,236,6,false,2022-01
monjali,2022-01-31,124,288,0,true,2022-01
monjali,2022-02-01,167,353,1,true,2022-02
monjali,2022-02-02,122,273,2,true,2022-02
monjali,2022-02-03,141,346,3,true,2022-02
monjali,2022-02-04,127,350,4,true,2022-02
monjali,2022-02-05,142,392,5,false,2022-02
monjali,2022-02-06,288,673,6,false,2022-02
monjali,2022-02-07,197,457,0,true,2022-02
monjali,2022-02-08,205,516,1,true,2022-02
monjali,2022-02-09,183,377,2,true,2022-02
monjali,2022-02-10,164,381,3,true,2022-02
monjali,2022-02-11,228,608,4,true,2022-02
monjali,2022-02-12,226,532,5,false,2022-02
monjali,2022-02-13,138,318,6,false,2022-02
monjali,2022-02-14,187,464,0,true,2022-02
monjali,2022-02-15,158,454,1,true,2022-02
monjali,2022-02-16,6,6,2,true,2022-02
monjali,2022-02-17,161,395,3,true,2022-02
monjali,2022-02-18,232,578,4,true,2022-02
monjali,2022-02-19,232,505,5,false,2022-02
monjali,2022-02-20,133,306,6,false,2022-02
monjali,2022-02-21,125,316,0,true,2022-02
monjali,2022-02-22,101,231,1,true,2022-02
monjali,2022-02-23,91,229,2,true,2022-02
monjali,2022-02-24,2,2,3,true,2022-02
monjali,2022-02-25,4,22,4,true,2022-02
monjali,2022-02-26,6,17,5,false,2022-02
monjali,2022-02-27,9,33,6,false,2022-02
monjali,2022-02-28,3,7,0,true,2022-02
monjali,2022-03-01,7,21,1,true,2022-03
monjali,2022-03-03,4,18,3,true,2022-03
monjali,2022-03-04,8,18,4,true,2022-03
monjali,2022-03-05,7,15,5,false,2022-03
monjali,2022-03-06,5,12,6,false,2022-03
monjali,2022-03-07,2,8,0,true,2022-03
monjali,2022-03-08,5,22,1,true,2022-03
monjali,2022-03-09,1,2,2,true,2022-03
monjali,2022-03-11,7,39,4,true,2022-03
monjali,2022-03-14,2,4,0,true,2022-03
monjali,2022-03-15,6,10,1,true,2022-03
monjali,2022-03-16,4,16,2,true,2022-03
monjali,2022-03-17,2,10,3,true,2022-03
monjali,2022-03-19,2,12,5,false,2022-03
monjali,2022-03-20,4,8,6,false,2022-03
monjali,2022-03-21,1,2,0,true,2022-03
monjali,2022-03-23,4,11,2,true,2022-03
monjali,2022-03-24,6,14,3,true,2022-03
monjali,2022-03-25,2,4,4,true,2022-03
monjali,2022-03-26,3,16,5,false,2022-03
monjali,2022-03-27,3,20,6,false,2022-03
monjali,2022-03-28,2,10,0,true,2022-03
monjali,2022-03-29,1,7,1,true,2022-03
monjali,2022-03-30,6,11,2,true,2022-03
monjali,2022-03-31,3,8,3,true,2022-03
monjali,2022-04-01,3,9,4,true,2022-04
monjali,2022-04-03,1,2,6,false,2022-04
monjali,2022-04-05,1,2,1,true,2022-04
monjali,2022-04-08,1,2,4,true,2022-04
monjali,2022-04-10,1,2,6,false,2022-04
monjali,2022-04-11,1,2,0,true,2022-04
monjali,2022-04-12,1,3,1,true,2022-04
monjali,2022-04-15,1,4,4,true,2022-04
monjali,2022-04-16,1,2,5,false,2022-04
monjali,2022-04-18,1,1,0,true,2022-04
monjali,2022-04-19,1,3,1,true,2022-04
monjali,2022-04-21,2,5,3,true,2022-04
monjali,2022-05-02,2,4,0,true,2022-05
monjali,2022-05-03,3,7,1,true,2022-05
monjali,2022-05-04,3,14,2,true,2022-05
monjali,2022-05-05,1,1,3,true,2022-05
monjali,2022-05-06,2,3,4,true,2022-05
monjali,2022-05-07,3,15,5,false,2022-05
monjali,2022-05-08,1,4,6,false,2022-05
monjali,2022-05-09,1,2,0,true,2022-05
monjali,2022-05-10,1,2,1,true,2022-05
monjali,2022-05-11,2,14,2,true,2022-05
monjali,2022-05-13,1,2,4,true,2022-05
monjali,2022-05-15,1,2,6,false,2022-05
monjali,2022-05-16,86,222,0,true,2022-05
monjali,2022-05-17,133,295,1,true,2022-05
monjali,2022-05-18,111,260,2,true,2022-05
monjali,2022-05-19,141,354,3,true,2022-05
monjali,2022-05-20,141,317,4,true,2022-05
monjali,2022-05-21,199,483,5,false,2022-05
monjali,2022-05-22,177,454,6,false,2022-05
monjali,2022-05-23,155,344,0,true,2022-05
monjali,2022-05-24,179,361,1,true,2022-05
monjali,2022-05-25,159,407,2,true,2022-05
monjali,2022-05-26,201,484,3,true,2022-05
monjali,2022-05-27,211,516,4,true,2022-05
monjali,2022-05-28,287,703,5,false,2022-05
monjali,2022-05-29,214,547,6,false,2022-05
monjali,2022-05-30,160,348,0,true,2022-05
monjali,2022-05-31,129,406,1,true,2022-05
monjali,2022-06-01,12,23,2,true,2022-06
monjali,2022-06-02,200,498,3,true,2022-06
monjali,2022-06-03,221,662,4,true,2022-06
monjali,2022-06-04,238,610,5,false,2022-06
monjali,2022-06-05,48,131,6,false,2022-06
monjali,2022-06-06,1,4,0,true,2022-06
monjali,2022-06-07,2,9,1,true,2022-06
upn,2021-10-24,1,2,6,false,2021-10
upn,2021-10-25,2,2,0,true,2021-10
upn,2021-10-27,3,26,2,true,2021-10
upn,2021-10-28,3,10,3,true,2021-10
upn,2021-10-29,7,50,4,true,2021-10
upn,2021-10-30,7,18,5,false,2021-10
upn,2021-10-31,2,6,6,false,2021-10
upn,2021-11-01,2,7,0,true,2021-11
upn,2021-11-03,4,11,2,true,2021-11
upn,2021-11-04,4,14,3,true,2021-11
upn,2021-11-05,5,13,4,true,2021-11
upn,2021-11-06,4,23,5,false,2021-11
upn,2021-11-08,3,6,0,true,2021-11
upn,2021-11-09,1,2,1,true,2021-11
upn,2021-11-10,1,3,2,true,2021-11
upn,2021-11-11,4,12,3,true,2021-11
upn,2021-11-12,1,3,4,true,2021-11
upn,2021-11-13,4,12,5,false,2021-11
upn,2021-11-14,1,1,6,false,2021-11
upn,2021-11-15,2,12,0,true,2021-11
upn,2021-11-16,2,4,1,true,2021-11
upn,2021-11-17,4,21,2,true,2021-11
upn,2021-11-18,5,28,3,true,2021-11
upn,2021-11-19,3,15,4,true,2021-11
upn,2021-11-20,2,12,5,false,2021-11
upn,2021-11-21,3,8,6,false,2021-11
upn,2021-11-22,3,15,0,true,2021-11
upn,2021-11-23,2,7,1,true,2021-11
upn,2021-11-24,5,12,2,true,2021-11
upn,2021-11-25,4,7,3,true,2021-11
upn,2021-11-26,4,8,4,true,2021-11
upn,2021-11-27,5,20,5,false,2021-11
upn,2021-11-28,2,6,6,false,2021-11
upn,2021-11-29,2,4,0,true,2021-11
upn,2021-11-30,4,9,1,true,2021-11
upn,2021-12-01,4,13,2,true,2021-12
upn,2021-12-02,3,8,3,true,2021-12
upn,2021-12-03,2,8,4,true,2021-12
upn,2021-12-04,1,3,5,false,2021-12
upn,2021-12-05,1,5,6,false,2021-12
upn,2021-12-06,5,11,0,true,2021-12
upn,2021-12-07,1,2,1,true,2021-12
upn,2021-12-08,1,2,2,true,2021-12
upn,2021-12-09,1,2,3,true,2021-12
upn,2021-12-10,1,42,4,true,2021-12
upn,2021-12-11,2,6,5,false,2021-12
upn,2021-12-12,2,6,6,false,2021-12
upn,2021-12-13,1,2,0,true,2021-12
upn,2021-12-14,2,6,1,true,2021-12
upn,2021-12-15,1,2,2,true,2021-12
upn,2021-12-16,1,2,3,true,2021-12
upn,2021-12-17,2,12,4,true,2021-12
upn,2021-12-18,3,88,5,false,2021-12
upn,2021-12-21,2,4,1,true,2021-12
upn,2021-12-22,3,6,2,true,2021-12
upn,2021-12-23,3,10,3,true,2021-12
upn,2021-12-24,6,22,4,true,2021-12
upn,2021-12-25,2,18,5,false,2021-12
upn,2021-12-26,6,15,6,false,2021-12
upn,2021-12-27,4,12,0,true,2021-12
upn,2021-12-28,5,20,1,true,2021-12
upn,2021-12-29,3,30,2,true,2021-12
upn,2021-12-30,4,130,3,true,2021-12
upn,2021-12-31,1,10,4,true,2021-12
upn,2022-01-02,2,6,6,false,2022-01
upn,2022-01-03,3,12,0,true,2022-01
upn,2022-01-04,3,7,1,true,2022-01
upn,2022-01-05,2,8,2,true,2022-01
upn,2022-01-06,4,17,3,true,2022-01
upn,2022-01-07,5,28,4,true,2022-01
upn,2022-01-08,5,18,5,false,2022-01
upn,2022-01-09,3,10,6,false,2022-01
upn,2022-01-10,3,18,0,true,2022-01
upn,2022-01-11,4,24,1,true,2022-01
upn,2022-01-12,4,19,2,true,2022-01
upn,2022-01-13,2,6,3,true,2022-01
upn,2022-01-14,2,6,4,true,2022-01
upn,2022-01-15,4,27,5,false,2022-01
upn,2022-01-16,1,2,6,false,2022-01
upn,2022-01-17,5,28,0,true,2022-01
upn,2022-01-18,3,125,1,true,2022-01
upn,2022-01-19,47,147,2,true,2022-01
upn,2022-01-20,77,180,3,true,2022-01
upn,2022-01-21,96,283,4,true,2022-01
upn,2022-01-22,66,132,5,false,2022-01
upn,2022-01-23,49,89,6,false,2022-01
upn,2022-01-24,64,108,0,true,2022-01
upn,2022-01-25,80,229,1,true,2022-01
upn,2022-01-26,72,143,2,true,2022-01
upn,2022-01-27,51,109,3,true,2022-01
upn,2022-01-28,95,252,4,true,2022-01
upn,2022-01-29,101,210,5,false,2022-01
upn,2022-01-30,97,212,6,false,2022-01
upn,2022-01-31,91,218,0,true,2022-01
upn,2022-02-01,133,270,1,true,2022-02
upn,2022-02-02,104,215,2,true,2022-02
upn,2022-02-03,92,288,3,true,2022-02
upn,2022-02-04,126,308,4,true,2022-02
upn,2022-02-05,115,284,5,false,2022-02
upn,2022-02-06,201,353,6,false,2022-02
upn,2022-02-07,162,342,0,true,2022-02
upn,2022-02-08,144,292,1,true,2022-02
upn,2022-02-09,161,352,2,true,2022-02
upn,2022-02-10,120,245,3,true,2022-02
upn,2022-02-11,169,450,4,true,2022-02
upn,2022-02-12,139,308,5,false,2022-02
upn,2022-02-13,110,188,6,false,2022-02
upn,2022-02-14,134,271,0,true,2022-02
upn,2022-02-15,156,441,1,true,2022-02
upn,2022-02-16,8,23,2,true,2022-02
upn,2022-02-17,123,217,3,true,2022-02
upn,2022-02-18,173,293,4,true,2022-02
upn,2022-02-19,183,363,5,false,2022-02
upn,2022-02-20,104,215,6,false,2022-02
upn,2022-02-21,86,344,0,true,2022-02
upn,2022-02-22,87,159,1,true,2022-02
upn,2022-02-23,55,102,2,true,2022-02
upn,2022-02-24,7,36,3,true,2022-02
upn,2022-02-25,1,2,4,true,2022-02
upn,2022-02-26,2,4,5,false,2022-02
upn,2022-02-27,5,15,6,false,2022-02
upn,2022-03-01,4,178,1,true,2022-03
upn,2022-03-02,3,27,2,true,2022-03
upn,2022-03-04,4,20,4,true,2022-03
upn,2022-03-05,3,8,5,false,2022-03
upn,2022-03-06,6,16,6,false,2022-03
upn,2022-03-07,6,20,0,true,2022-03
upn,2022-03-08,3,16,1,true,2022-03
upn,2022-03-10,7,124,3,true,2022-03
upn,2022-03-11,5,16,4,true,2022-03
upn,2022-03-12,2,22,5,false,2022-03
upn,2022-03-13,2,8,6,false,2022-03
upn,2022-03-14,4,8,0,true,2022-03
upn,2022-03-15,6,52,1,true,2022-03
upn,2022-03-16,2,4,2,true,2022-03
upn,2022-03-17,6,177,3,true,2022-03
upn,2022-03-18,2,27,4,true,2022-03
upn,2022-03-19,6,50,5,false,2022-03
upn,2022-03-20,8,16,6,false,2022-03
upn,2022-03-21,2,4,0,true,2022-03
upn,2022-03-22,1,2,1,true,2022-03
upn,2022-03-23,4,12,2,true,2022-03
upn,2022-03-24,4,20,3,true,2022-03
upn,2022-03-25,4,7,4,true,2022-03
upn,2022-03-26,6,25,5,false,2022-03
upn,2022-03-27,3,6,6,false,2022-03
upn,2022-03-28,6,24,0,true,2022-03
upn,2022-03-29,4,16,1,true,2022-03
upn,2022-03-30,3,6,2,true,2022-03
upn,2022-03-31,2,15,3,true,2022-03
upn,2022-04-01,1,25,4,true,2022-04
upn,2022-04-02,1,1,5,false,2022-04
upn,2022-04-04,2,6,0,true,2022-04
upn,2022-04-05,3,6,1,true,2022-04
upn,2022-04-09,1,2,5,false,2022-04
upn,2022-04-10,1,1,6,false,2022-04
upn,2022-04-11,2,34,0,true,2022-04
upn,2022-04-12,1,1,1,true,2022-04
upn,2022-04-14,1,2,3,true,2022-04
upn,2022-04-18,2,4,0,true,2022-04
upn,2022-04-21,4,10,3,true,2022-04
upn,2022-04-22,2,4,4,true,2022-04
upn,2022-04-23,1,2,5,false,2022-04
upn,2022-04-25,1,2,0,true,2022-04
upn,2022-04-26,2,2,1,true,2022-04
upn,2022-04-27,2,8,2,true,2022-04
upn,2022-04-28,1,1,3,true,2022-04
upn,2022-05-04,1,1,2,true,2022-05
upn,2022-05-06,1,1,4,true,2022-05
upn,2022-05-07,1,4,5,false,2022-05
upn,2022-05-08,5,12,6,false,2022-05
upn,2022-05-09,4,14,0,true,2022-05
upn,2022-05-10,5,140,1,true,2022-05
upn,2022-05-11,2,4,2,true,2022-05
upn,2022-05-12,4,13,3,true,2022-05
upn,2022-05-13,1,2,4,true,2022-05
upn,2022-05-14,1,2,5,false,2022-05
upn,2022-05-16,55,98,0,true,2022-05
upn,2022-05-17,98,183,1,true,2022-05
upn,2022-05-18,89,170,2,true,2022-05
upn,2022-05-19,108,358,3,true,2022-05
upn,2022-05-20,96,256,4,true,2022-05
upn,2022-05-21,160,373,5,false,2022-05
upn,2022-05-22,130,352,6,false,2022-05
upn,2022-05-23,98,202,0,true,2022-05
upn,2022-05-24,101,211,1,true,2022-05
upn,2022-05-25,115,292,2,true,2022-05
upn,2022-05-26,134,295,3,true,2022-05
upn,2022-05-27,177,389,4,true,2022-05
upn,2022-05-28,180,462,5,false,2022-05
upn,2022-05-29,140,269,6,false,2022-05
upn,2022-05-30,120,245,0,true,2022-05
upn,2022-05-31,100,264,1,true,2022-05
upn,2022-06-01,15,36,2,true,2022-06
upn,2022-06-02,153,343,3,true,2022-06
upn,2022-06-03,163,394,4,true,2022-06
upn,2022-06-04,169,396,5,false,2022-06
upn,2022-06-05,42,101,6,false,2022-06
upn,2022-06-07,2,4,1,true,2022-06
